Geographic Area Name,Rate_Unemployment_Whole,Rate_Unemployment_White,Rate_Unemployment_Black,Rate_Unemployment_AIndA,Rate_Unemployment_Asian,Unemployment Parity
"Trimble, Kentucky",0.08800000000000001,0.084,0.0,0.0,,0.084
"Union, Kentucky",0.073,0.059000000000000004,0.139,,1.0,-0.08000000000000002
"Warren, Kentucky",0.046,0.040999999999999995,0.084,0.0,0.009000000000000001,-0.04300000000000001
"Washington, Kentucky",0.05,0.047,0.12300000000000001,,0.0,-0.07600000000000001
"Wayne, Kentucky",0.051,0.054000000000000006,0.0,,0.0,0.054000000000000006
"Webster, Kentucky",0.049,0.051,0.0,,,0.051
"Whitley, Kentucky",0.064,0.064,0.212,,0.0,-0.148
"Wolfe, Kentucky",0.198,0.188,,,0.0,
"Woodford, Kentucky",0.038,0.035,0.046,,0.0,-0.010999999999999996
"Acadia Parish, Louisiana",0.081,0.064,0.16699999999999998,0.0,0.342,-0.10299999999999998
"Allen Parish, Louisiana",0.099,0.095,0.105,0.319,0.0,-0.009999999999999995
"Ascension Parish, Louisiana",0.057,0.045,0.085,0.0,0.0,-0.04000000000000001
"Assumption Parish, Louisiana",0.069,0.036000000000000004,0.151,0.0,0.0,-0.11499999999999999
"Avoyelles Parish, Louisiana",0.064,0.044000000000000004,0.126,0.125,0.0,-0.08199999999999999
"Beauregard Parish, Louisiana",0.085,0.081,0.11599999999999999,0.055999999999999994,0.0,-0.03499999999999999
"Bienville Parish, Louisiana",0.044000000000000004,0.026000000000000002,0.068,,0.0,-0.042
"Bossier Parish, Louisiana",0.049,0.036000000000000004,0.081,0.179,0.07200000000000001,-0.045
"Caddo Parish, Louisiana",0.068,0.046,0.08900000000000001,0.057,0.018000000000000002,-0.04300000000000001
"Calcasieu Parish, Louisiana",0.055999999999999994,0.042,0.08900000000000001,0.09699999999999999,0.031,-0.04700000000000001
"Caldwell Parish, Louisiana",0.076,0.06,0.16699999999999998,0.0,,-0.10699999999999998
"Cameron Parish, Louisiana",0.047,0.024,0.5770000000000001,0.0,0.0,-0.553
"Catahoula Parish, Louisiana",0.054000000000000006,0.027999999999999997,0.122,,,-0.094
"Claiborne Parish, Louisiana",0.062,0.038,0.086,0.0,0.0,-0.047999999999999994
"Concordia Parish, Louisiana",0.05,0.062,0.028999999999999998,,,0.033
"De Soto Parish, Louisiana",0.106,0.044000000000000004,0.214,0.19,0.0,-0.16999999999999998
"East Baton Rouge Parish, Louisiana",0.064,0.031,0.102,0.0,0.034,-0.071
"East Carroll Parish, Louisiana",0.075,0.036000000000000004,0.105,,,-0.06899999999999999
"East Feliciana Parish, Louisiana",0.055999999999999994,0.028999999999999998,0.1,0.0,0.0,-0.07100000000000001
"Evangeline Parish, Louisiana",0.129,0.114,0.17300000000000001,0.0,0.0,-0.05900000000000001
"Franklin Parish, Louisiana",0.09300000000000001,0.095,0.091,0.0,,0.0040000000000000036
"Grant Parish, Louisiana",0.048,0.048,0.054000000000000006,,0.0,-0.006000000000000005
"Iberia Parish, Louisiana",0.09300000000000001,0.073,0.141,0.0,0.07,-0.06799999999999999
"Iberville Parish, Louisiana",0.08,0.043,0.111,,0.0,-0.068
"Jackson Parish, Louisiana",0.047,0.045,0.033,0.0,0.818,0.011999999999999997
"Jefferson Parish, Louisiana",0.053,0.039,0.085,0.049,0.043,-0.046000000000000006
"Jefferson Davis Parish, Louisiana",0.081,0.081,0.092,0.0,0.0,-0.010999999999999996
"Lafayette Parish, Louisiana",0.05,0.043,0.069,0.0,0.022000000000000002,-0.02600000000000001
"Lafourche Parish, Louisiana",0.062,0.055,0.083,0.11199999999999999,0.0,-0.028000000000000004
"LaSalle Parish, Louisiana",0.055999999999999994,0.061,0.025,0.0,0.0,0.036
"Lincoln Parish, Louisiana",0.046,0.043,0.05,,0.0,-0.007000000000000006
"Livingston Parish, Louisiana",0.043,0.042,0.045,0.18600000000000003,0.078,-0.0029999999999999957
"Madison Parish, Louisiana",0.087,0.071,0.10400000000000001,0.0,,-0.033000000000000015
"Morehouse Parish, Louisiana",0.057999999999999996,0.047,0.07,,0.0,-0.023000000000000007
"Natchitoches Parish, Louisiana",0.138,0.079,0.22399999999999998,0.075,0.0,-0.14499999999999996
"Orleans Parish, Louisiana",0.079,0.040999999999999995,0.11199999999999999,0.019,0.038,-0.071
"Ouachita Parish, Louisiana",0.062,0.04,0.10300000000000001,0.0,0.017,-0.063
"Plaquemines Parish, Louisiana",0.039,0.040999999999999995,0.013999999999999999,0.035,0.03,0.026999999999999996
"Pointe Coupee Parish, Louisiana",0.077,0.047,0.13699999999999998,,0.0,-0.08999999999999998
"Rapides Parish, Louisiana",0.064,0.045,0.105,0.004,0.033,-0.06
"Red River Parish, Louisiana",0.067,0.092,0.021,,,0.071
"Richland Parish, Louisiana",0.055,0.067,0.03,,0.0,0.037000000000000005
"Sabine Parish, Louisiana",0.096,0.057,0.223,0.129,0.0,-0.166
"St. Bernard Parish, Louisiana",0.09300000000000001,0.073,0.157,0.253,0.059000000000000004,-0.084
"St. Charles Parish, Louisiana",0.055,0.042,0.081,0.081,0.078,-0.039
"St. Helena Parish, Louisiana",0.17,0.10099999999999999,0.228,0.0,0.0,-0.127
"St. James Parish, Louisiana",0.061,0.027000000000000003,0.094,,0.0,-0.067
"St. John the Baptist Parish, Louisiana",0.067,0.06,0.076,,0.0,-0.016
"St. Landry Parish, Louisiana",0.059000000000000004,0.049,0.071,0.085,0.5710000000000001,-0.021999999999999992
"St. Martin Parish, Louisiana",0.078,0.053,0.13,0.273,0.063,-0.07700000000000001
"St. Mary Parish, Louisiana",0.087,0.07,0.11900000000000001,0.068,0.0,-0.049
"St. Tammany Parish, Louisiana",0.055,0.052000000000000005,0.079,0.028999999999999998,0.025,-0.026999999999999996
"Tangipahoa Parish, Louisiana",0.07200000000000001,0.053,0.127,0.01,0.0,-0.07400000000000001
"Tensas Parish, Louisiana",0.163,0.162,0.17,,,-0.008000000000000007
"Terrebonne Parish, Louisiana",0.063,0.05,0.125,0.033,0.0,-0.075
"Union Parish, Louisiana",0.045,0.031,0.10400000000000001,0.0,,-0.07300000000000001
"Vermilion Parish, Louisiana",0.07400000000000001,0.06,0.17,0.0,0.08,-0.11000000000000001
"Vernon Parish, Louisiana",0.086,0.081,0.07,0.309,0.08800000000000001,0.010999999999999996
"Washington Parish, Louisiana",0.098,0.08900000000000001,0.121,0.0,0.0,-0.03199999999999999
"Webster Parish, Louisiana",0.052000000000000005,0.054000000000000006,0.046,0.1,0.594,0.008000000000000007
"West Baton Rouge Parish, Louisiana",0.045,0.043,0.05,0.0,0.0,-0.007000000000000006
"West Carroll Parish, Louisiana",0.102,0.08199999999999999,0.133,1.0,,-0.05100000000000002
"West Feliciana Parish, Louisiana",0.08199999999999999,0.068,0.106,,0.0,-0.03799999999999999
"Winn Parish, Louisiana",0.049,0.054000000000000006,0.037000000000000005,0.0,,0.017
"Androscoggin, Maine",0.039,0.036000000000000004,0.136,0.0,0.033,-0.1
"Aroostook, Maine",0.05,0.048,0.079,0.085,0.132,-0.031
"Cumberland, Maine",0.031,0.03,0.019,0.051,0.031,0.011
"Franklin, Maine",0.057999999999999996,0.054000000000000006,0.263,0.0,0.111,-0.20900000000000002
"Hancock, Maine",0.040999999999999995,0.040999999999999995,0.040999999999999995,0.0,0.0,0.0
"Kennebec, Maine",0.04,0.039,0.005,0.040999999999999995,0.005,0.034
"Knox, Maine",0.031,0.031,0.0,0.0,0.0,0.031
"Lincoln, Maine",0.038,0.034,0.122,0.0,0.0,-0.088
"Oxford, Maine",0.055,0.055,0.0,0.069,0.0,0.055
"Penobscot, Maine",0.05,0.047,0.24,0.076,0.036000000000000004,-0.193
"Piscataquis, Maine",0.063,0.064,0.0,0.0,0.0,0.064
"Sagadahoc, Maine",0.024,0.024,0.055,0.0,0.0,-0.031
"Somerset, Maine",0.066,0.064,0.15,0.156,0.0,-0.086
"Waldo, Maine",0.055,0.054000000000000006,0.172,0.076,0.0,-0.11799999999999998
"Washington, Maine",0.07,0.063,0.139,0.196,0.111,-0.07600000000000001
"York, Maine",0.039,0.037000000000000005,0.155,0.1,0.022000000000000002,-0.118
"Allegany, Maryland",0.07400000000000001,0.068,0.253,0.0,0.149,-0.185
"Anne Arundel, Maryland",0.042,0.038,0.055,0.073,0.034,-0.017
"Baltimore, Maryland",0.048,0.042,0.059000000000000004,0.034,0.043,-0.017
"Calvert, Maryland",0.042,0.04,0.044000000000000004,0.0,0.0,-0.0040000000000000036
"Caroline, Maryland",0.049,0.038,0.141,0.0,0.0,-0.10299999999999998
"Carroll, Maryland",0.033,0.033,0.047,0.068,0.018000000000000002,-0.013999999999999999
"Cecil, Maryland",0.052000000000000005,0.052000000000000005,0.05,0.0,0.085,0.0020000000000000018
"Charles, Maryland",0.035,0.032,0.037000000000000005,0.0,0.022000000000000002,-0.0050000000000000044
"Dorchester, Maryland",0.08,0.063,0.115,0.0,0.105,-0.052000000000000005
"Frederick, Maryland",0.042,0.04,0.063,0.028999999999999998,0.028999999999999998,-0.023
"Garrett, Maryland",0.038,0.038,0.0,0.0,0.0,0.038
"Harford, Maryland",0.042,0.039,0.055,0.0,0.049,-0.016
"Howard, Maryland",0.038,0.032,0.055,0.18899999999999997,0.03,-0.023
"Kent, Maryland",0.042,0.035,0.08900000000000001,0.0,0.0,-0.054000000000000006
"Montgomery, Maryland",0.045,0.033,0.07400000000000001,0.036000000000000004,0.035,-0.04100000000000001
"Prince George's, Maryland",0.06,0.038,0.069,0.11599999999999999,0.047,-0.031000000000000007
"Queen Anne's, Maryland",0.026000000000000002,0.026000000000000002,0.032,0.0,0.055,-0.005999999999999998
"St. Mary's, Maryland",0.033,0.036000000000000004,0.02,0.0,0.032,0.016000000000000004
"Somerset, Maryland",0.08199999999999999,0.068,0.10400000000000001,0.0,0.0,-0.036000000000000004
"Talbot, Maryland",0.034,0.025,0.079,0.0,0.027000000000000003,-0.054
"Washington, Maryland",0.055,0.05,0.115,0.0,0.016,-0.065
"Wicomico, Maryland",0.076,0.062,0.113,0.0,0.077,-0.051000000000000004
"Worcester, Maryland",0.049,0.039,0.11800000000000001,0.12,0.0,-0.07900000000000001
"Baltimore city, Maryland",0.083,0.037000000000000005,0.115,0.039,0.027999999999999997,-0.078
"Barnstable, Massachusetts",0.040999999999999995,0.038,0.09,0.134,0.004,-0.052
"Berkshire, Massachusetts",0.048,0.046,0.046,0.145,0.057,0.0
"Bristol, Massachusetts",0.054000000000000006,0.05,0.071,0.299,0.04,-0.02099999999999999
"Dukes, Massachusetts",0.034,0.035,0.064,0.0,0.0,-0.028999999999999998
"Essex, Massachusetts",0.049,0.043,0.059000000000000004,0.168,0.049,-0.016000000000000007
"Franklin, Massachusetts",0.049,0.049,0.04,0.0,0.109,0.009000000000000001
"Hampden, Massachusetts",0.057999999999999996,0.051,0.099,0.187,0.051,-0.04800000000000001
"Hampshire, Massachusetts",0.055,0.051,0.09699999999999999,0.37799999999999995,0.078,-0.04599999999999999
"Middlesex, Massachusetts",0.038,0.035,0.07,0.038,0.037000000000000005,-0.035
"Nantucket, Massachusetts",0.028999999999999998,0.026000000000000002,0.08199999999999999,0.0,0.0,-0.05599999999999999
"Norfolk, Massachusetts",0.042,0.038,0.084,0.0,0.043,-0.046000000000000006
"Plymouth, Massachusetts",0.05,0.044000000000000004,0.08900000000000001,0.142,0.061,-0.045000000000000005
"Suffolk, Massachusetts",0.064,0.05,0.10300000000000001,0.066,0.062,-0.053000000000000005
"Worcester, Massachusetts",0.05,0.047,0.057,0.084,0.039,-0.010000000000000002
"Alcona, Michigan",0.076,0.076,0.5,0.0,0.182,-0.424
"Alger, Michigan",0.052000000000000005,0.055999999999999994,0.1,0.0,0.0,-0.04400000000000001
"Allegan, Michigan",0.027999999999999997,0.026000000000000002,0.073,0.040999999999999995,0.04,-0.04699999999999999
"Alpena, Michigan",0.06,0.057999999999999996,0.38,0.141,0.0,-0.322
"Antrim, Michigan",0.038,0.033,0.0,0.29600000000000004,0.14,0.033
"Arenac, Michigan",0.071,0.069,0.0,0.10800000000000001,0.0,0.069
"Baraga, Michigan",0.061,0.054000000000000006,0.16699999999999998,0.094,0.0,-0.11299999999999998
"Barry, Michigan",0.048,0.048,0.032,0.095,0.0,0.016
"Bay, Michigan",0.064,0.059000000000000004,0.18600000000000003,0.092,0.03,-0.12700000000000003
"Benzie, Michigan",0.045,0.044000000000000004,0.5,0.192,0.077,-0.456
"Berrien, Michigan",0.059000000000000004,0.048,0.131,0.099,0.04,-0.083
"Branch, Michigan",0.042,0.042,0.013999999999999999,0.0,0.121,0.028000000000000004
"Calhoun, Michigan",0.063,0.057999999999999996,0.114,0.008,0.037000000000000005,-0.05600000000000001
"Cass, Michigan",0.064,0.057999999999999996,0.087,0.08800000000000001,0.067,-0.028999999999999998
"Charlevoix, Michigan",0.04,0.040999999999999995,0.064,0.013999999999999999,0.0,-0.023000000000000007
"Cheboygan, Michigan",0.075,0.073,0.557,0.066,0.0,-0.48400000000000004
"Chippewa, Michigan",0.08900000000000001,0.064,0.111,0.133,0.0,-0.047
"Clare, Michigan",0.10099999999999999,0.1,0.048,0.47600000000000003,0.0,0.052000000000000005
"Clinton, Michigan",0.035,0.033,0.024,0.0,0.055,0.009000000000000001
"Crawford, Michigan",0.065,0.063,0.44,0.0,0.0,-0.377
"Delta, Michigan",0.051,0.047,0.45,0.048,0.0,-0.403
"Dickinson, Michigan",0.046,0.045,0.361,0.0,0.0,-0.316
"Eaton, Michigan",0.048,0.04,0.127,0.0,0.086,-0.087
"Emmet, Michigan",0.049,0.051,0.05,0.033,0.0,0.000999999999999994
"Genesee, Michigan",0.09300000000000001,0.067,0.201,0.059000000000000004,0.049,-0.134
"Gladwin, Michigan",0.059000000000000004,0.057999999999999996,0.0,0.423,0.031,0.057999999999999996
"Gogebic, Michigan",0.054000000000000006,0.055,0.006,0.027000000000000003,0.0,0.049
"Grand Traverse, Michigan",0.044000000000000004,0.044000000000000004,0.032,0.016,0.081,0.012000000000000004
"Gratiot, Michigan",0.057,0.055,0.18899999999999997,0.023,0.0,-0.13399999999999998
"Hillsdale, Michigan",0.043,0.043,0.062,0.0,0.0,-0.019000000000000003
"Houghton, Michigan",0.054000000000000006,0.051,0.07200000000000001,0.0,0.083,-0.02100000000000001
"Huron, Michigan",0.046,0.046,0.102,0.0,0.0,-0.055999999999999994
"Ingham, Michigan",0.067,0.055,0.10099999999999999,0.10800000000000001,0.086,-0.04599999999999999
"Ionia, Michigan",0.045,0.042,0.192,0.0,0.024,-0.15
"Iosco, Michigan",0.07200000000000001,0.071,0.126,0.342,0.011000000000000001,-0.05500000000000001
"Iron, Michigan",0.054000000000000006,0.055,0.0,0.0,0.0,0.055
"Isabella, Michigan",0.071,0.068,0.146,0.1,0.09300000000000001,-0.07799999999999999
"Jackson, Michigan",0.057999999999999996,0.053,0.115,0.187,0.0,-0.062000000000000006
"Kalamazoo, Michigan",0.055,0.04,0.145,0.063,0.064,-0.10499999999999998
"Kalkaska, Michigan",0.07400000000000001,0.07200000000000001,0.0,0.067,0.0,0.07200000000000001
"Kent, Michigan",0.044000000000000004,0.035,0.111,0.015,0.034,-0.076
"Keweenaw, Michigan",0.078,0.078,0.33299999999999996,1.0,0.0,-0.25499999999999995
"Lake, Michigan",0.08900000000000001,0.07200000000000001,0.21600000000000003,0.237,0.0,-0.14400000000000002
"Lapeer, Michigan",0.055999999999999994,0.054000000000000006,0.156,0.0,0.0,-0.102
"Leelanau, Michigan",0.045,0.043,0.111,0.11199999999999999,0.0,-0.068
"Lenawee, Michigan",0.047,0.045,0.051,0.021,0.084,-0.005999999999999998
"Livingston, Michigan",0.037000000000000005,0.037000000000000005,0.049,0.024,0.044000000000000004,-0.011999999999999997
"Luce, Michigan",0.064,0.073,0.33299999999999996,0.0,,-0.25999999999999995
"Mackinac, Michigan",0.098,0.077,0.003,0.187,0.0,0.074
"Macomb, Michigan",0.054000000000000006,0.047,0.09699999999999999,0.043,0.049,-0.04999999999999999
"Manistee, Michigan",0.062,0.062,0.038,0.0,0.0,0.024
"Marquette, Michigan",0.057,0.057,0.11,0.035,0.0,-0.053
"Mason, Michigan",0.044000000000000004,0.042,0.34,0.107,0.081,-0.29800000000000004
"Mecosta, Michigan",0.068,0.066,0.142,0.0,0.0,-0.07599999999999998
"Menominee, Michigan",0.045,0.040999999999999995,0.263,0.214,0.052000000000000005,-0.22200000000000003
"Midland, Michigan",0.052000000000000005,0.05,0.062,0.207,0.12,-0.011999999999999997
"Missaukee, Michigan",0.064,0.063,0.0,0.0,0.0,0.063
"Monroe, Michigan",0.048,0.047,0.066,0.2,0.025,-0.019000000000000003
"Montcalm, Michigan",0.038,0.038,0.096,0.0,0.0,-0.058
"Montmorency, Michigan",0.08,0.076,0.0,0.484,0.0,0.076
"Muskegon, Michigan",0.065,0.049,0.166,0.037000000000000005,0.10800000000000001,-0.117
"Newaygo, Michigan",0.05,0.047,0.185,0.022000000000000002,0.0,-0.138
"Oakland, Michigan",0.044000000000000004,0.038,0.079,0.051,0.03,-0.041
"Oceana, Michigan",0.059000000000000004,0.06,0.045,0.0,0.0,0.015
"Ogemaw, Michigan",0.081,0.081,0.5710000000000001,0.0,0.0,-0.49000000000000005
"Ontonagon, Michigan",0.069,0.07,0.545,0.0,0.0,-0.47500000000000003
"Osceola, Michigan",0.069,0.067,0.6579999999999999,0.0,0.0,-0.591
"Oscoda, Michigan",0.10300000000000001,0.102,0.435,0.0,0.0,-0.333
"Otsego, Michigan",0.057999999999999996,0.057,0.0,0.063,0.16899999999999998,0.057
"Ottawa, Michigan",0.035,0.032,0.079,0.018000000000000002,0.03,-0.047
"Presque Isle, Michigan",0.07200000000000001,0.07,0.0,0.027999999999999997,0.0,0.07
"Roscommon, Michigan",0.094,0.09300000000000001,1.0,0.0,0.043,-0.907
"Saginaw, Michigan",0.069,0.048,0.16699999999999998,0.067,0.006999999999999999,-0.11899999999999998
"St. Clair, Michigan",0.064,0.059000000000000004,0.171,0.17800000000000002,0.152,-0.11200000000000002
"St. Joseph, Michigan",0.044000000000000004,0.044000000000000004,0.065,0.045,0.10400000000000001,-0.020999999999999998
"Sanilac, Michigan",0.06,0.059000000000000004,0.063,0.0,0.021,-0.003999999999999997
"Schoolcraft, Michigan",0.079,0.065,0.0,0.069,0.0,0.065
"Shiawassee, Michigan",0.046,0.044000000000000004,0.20199999999999999,0.0,0.07,-0.15799999999999997
"Tuscola, Michigan",0.054000000000000006,0.052000000000000005,0.266,0.0,0.053,-0.21400000000000002
"Van Buren, Michigan",0.057,0.051,0.064,0.048,0.0,-0.013000000000000005
"Washtenaw, Michigan",0.042,0.037000000000000005,0.079,0.049,0.027999999999999997,-0.041999999999999996
"Wayne, Michigan",0.092,0.052000000000000005,0.156,0.113,0.062,-0.104
"Wexford, Michigan",0.062,0.062,0.11900000000000001,0.0,0.040999999999999995,-0.05700000000000001
"Aitkin, Minnesota",0.05,0.046,0.0,0.193,0.0,0.046
"Anoka, Minnesota",0.035,0.03,0.063,0.073,0.037000000000000005,-0.033
"Becker, Minnesota",0.037000000000000005,0.032,0.081,0.109,0.006,-0.049
"Beltrami, Minnesota",0.07200000000000001,0.042,0.069,0.23,0.0,-0.027000000000000003
"Benton, Minnesota",0.038,0.038,0.027999999999999997,0.024,0.0,0.010000000000000002
"Big Stone, Minnesota",0.028999999999999998,0.021,,0.0,,
"Blue Earth, Minnesota",0.038,0.034,0.128,0.228,0.039,-0.094
"Brown, Minnesota",0.016,0.016,0.0,0.0,0.053,0.016
"Carlton, Minnesota",0.038,0.031,0.078,0.129,0.0,-0.047
"Carver, Minnesota",0.022000000000000002,0.022000000000000002,0.032,0.055999999999999994,0.005,-0.009999999999999998
"Cass, Minnesota",0.05,0.037000000000000005,0.05,0.161,0.0,-0.012999999999999998
"Chippewa, Minnesota",0.035,0.035,0.0,0.0,0.0,0.035
"Chisago, Minnesota",0.036000000000000004,0.032,0.0,0.0,0.105,0.032
"Clay, Minnesota",0.027999999999999997,0.024,0.142,0.075,0.01,-0.118
"Clearwater, Minnesota",0.067,0.05,,0.272,0.0,
"Cook, Minnesota",0.023,0.02,0.0,0.012,0.0,0.02
"Cottonwood, Minnesota",0.04,0.028999999999999998,0.0,,0.12300000000000001,0.028999999999999998
"Crow Wing, Minnesota",0.028999999999999998,0.028999999999999998,0.0,0.021,0.0,0.028999999999999998
"Dakota, Minnesota",0.036000000000000004,0.028999999999999998,0.083,0.065,0.040999999999999995,-0.054000000000000006
"Dodge, Minnesota",0.026000000000000002,0.023,0.115,0.0,0.0,-0.092
"Douglas, Minnesota",0.025,0.021,0.038,0.0,0.0,-0.016999999999999998
"Faribault, Minnesota",0.032,0.03,0.0,0.0,0.0,0.03
"Fillmore, Minnesota",0.026000000000000002,0.023,0.051,,0.0,-0.027999999999999997
"Freeborn, Minnesota",0.037000000000000005,0.036000000000000004,0.006,0.44,0.0,0.030000000000000006
"Goodhue, Minnesota",0.034,0.031,0.233,0.059000000000000004,0.0,-0.202
"Grant, Minnesota",0.040999999999999995,0.039,0.667,0.0,0.0,-0.628
"Hennepin, Minnesota",0.038,0.028999999999999998,0.085,0.094,0.035,-0.05600000000000001
"Houston, Minnesota",0.017,0.017,0.07,0.0,0.0,-0.053000000000000005
"Hubbard, Minnesota",0.039,0.039,0.0,0.066,0.0,0.039
"Isanti, Minnesota",0.04,0.039,0.076,0.083,0.115,-0.037
"Itasca, Minnesota",0.051,0.047,0.022000000000000002,0.161,0.09300000000000001,0.024999999999999998
"Jackson, Minnesota",0.027000000000000003,0.027000000000000003,0.0,,0.0,0.027000000000000003
"Kanabec, Minnesota",0.032,0.03,0.0,0.0,0.14300000000000002,0.03
"Kandiyohi, Minnesota",0.032,0.027000000000000003,0.153,0.0,0.0,-0.126
"Kittson, Minnesota",0.021,0.019,0.273,0.0,0.0,-0.254
"Koochiching, Minnesota",0.057,0.05,0.462,0.292,0.0,-0.41200000000000003
"Lac qui Parle, Minnesota",0.024,0.023,0.0,0.0,0.0,0.023
"Lake, Minnesota",0.034,0.034,0.0,0.078,0.0,0.034
"Lake of the Woods, Minnesota",0.036000000000000004,0.01,1.0,0.878,0.0,-0.99
"Le Sueur, Minnesota",0.034,0.032,0.253,0.0,0.069,-0.221
"Lincoln, Minnesota",0.028999999999999998,0.024,0.0,0.0,0.0,0.024
"Lyon, Minnesota",0.033,0.026000000000000002,0.259,0.0,0.04,-0.233
"McLeod, Minnesota",0.028999999999999998,0.027999999999999997,0.043,0.0,0.031,-0.015
"Mahnomen, Minnesota",0.073,0.033,0.0,0.14300000000000002,0.0,0.033
"Marshall, Minnesota",0.022000000000000002,0.022000000000000002,0.0,0.0,0.0,0.022000000000000002
"Martin, Minnesota",0.04,0.036000000000000004,0.667,0.0,0.0,-0.631
"Meeker, Minnesota",0.021,0.02,0.0,0.0,0.1,0.02
"Mille Lacs, Minnesota",0.059000000000000004,0.052000000000000005,0.0,0.22699999999999998,0.063,0.052000000000000005
"Morrison, Minnesota",0.04,0.040999999999999995,0.0,0.0,0.023,0.040999999999999995
"Mower, Minnesota",0.037000000000000005,0.032,0.045,0.0,0.031,-0.012999999999999998
"Murray, Minnesota",0.027999999999999997,0.027000000000000003,0.214,0.278,0.0,-0.187
"Nicollet, Minnesota",0.031,0.025,0.185,0.0,0.063,-0.16
"Nobles, Minnesota",0.033,0.025,0.065,0.0,0.073,-0.04
"Norman, Minnesota",0.028999999999999998,0.025,0.3,0.0,0.0,-0.27499999999999997
"Olmsted, Minnesota",0.03,0.024,0.131,0.052000000000000005,0.033,-0.10700000000000001
"Otter Tail, Minnesota",0.031,0.028999999999999998,0.192,0.0,0.0,-0.163
"Pennington, Minnesota",0.027999999999999997,0.027999999999999997,0.0,0.0,0.105,0.027999999999999997
"Pine, Minnesota",0.048,0.045,0.091,0.102,0.035,-0.046
"Pipestone, Minnesota",0.028999999999999998,0.03,0.0,0.027999999999999997,0.0,0.03
"Polk, Minnesota",0.034,0.032,0.0,0.191,0.0,0.032
"Pope, Minnesota",0.023,0.022000000000000002,0.33299999999999996,0.059000000000000004,0.0,-0.31099999999999994
"Ramsey, Minnesota",0.045,0.035,0.083,0.09699999999999999,0.057999999999999996,-0.048
"Red Lake, Minnesota",0.028999999999999998,0.028999999999999998,0.0,0.0,,0.028999999999999998
"Redwood, Minnesota",0.02,0.013000000000000001,0.0,0.053,0.055,0.013000000000000001
"Renville, Minnesota",0.028999999999999998,0.027000000000000003,0.25,0.0,0.158,-0.223
"Rice, Minnesota",0.038,0.034,0.09300000000000001,0.08800000000000001,0.094,-0.05900000000000001
"Rock, Minnesota",0.017,0.017,0.0,0.0,0.0,0.017
"Roseau, Minnesota",0.025,0.026000000000000002,0.0,0.092,0.0,0.026000000000000002
"St. Louis, Minnesota",0.044000000000000004,0.04,0.047,0.149,0.085,-0.006999999999999999
"Scott, Minnesota",0.03,0.026000000000000002,0.07200000000000001,0.01,0.034,-0.046000000000000006
"Sherburne, Minnesota",0.028999999999999998,0.027000000000000003,0.09699999999999999,0.0,0.043,-0.06999999999999998
"Sibley, Minnesota",0.027000000000000003,0.027000000000000003,0.034,0.0,0.0,-0.006999999999999999
